M,K,N,It1,Status,shuffle_time
512,512,512,1574.70,FAIL,1203.00
512,512,1024,2780.90,FAIL,2446.00
512,512,2560,807,FAIL,5765
512,512,4096,1601,FAIL,9244
512,1024,512,2469.80,FAIL,2644.00
512,1024,1024,2748.55,FAIL,4353.00
512,1024,2560,1327,FAIL,11312
512,1024,4096,1784,FAIL,18162
512,2560,512,2780.50,FAIL,5408.00
512,2560,1024,3087.25,FAIL,11185.00
512,2560,2560,2751,FAIL,31217
512,2560,4096
