M,K,N,It1,Status
512,512,512,1240.3,PASS
512,512,1024,1976.6,PASS
512,512,2560,3765.9,PASS
512,512,4096,5230.25,PASS
512,1024,512,1807.95,PASS
512,1024,1024,3066.9,PASS
512,1024,2560,2900.15,PASS
512,1024,4096,3927.45,PASS
512,2560,512,3913.45,FAIL
512,2560,1024,3018.05,PASS
512,2560,2560,6328.35,PASS
512,2560,4096,9159,FAIL
512,4096,512,4927.30,FAIL
512,4096,1024,4218,FAIL
512,4096,2560,9010,FAIL
512,4096,4096,16083,FAIL
1024,512,512,2108.7,PASS
1024,512,1024,3004.9,PASS
1024,512,2560,2834.55,PASS
1024,512,4096,3695.95,PASS
1024,1024,512,2896.6,PASS
1024,1024,1024,5025.95,PASS
1024,1024,2560,4709.15,PASS
1024,1024,4096,6953.7,PASS
1024,2560,512,2735.4,PASS
1024,2560,1024,5477.9,PASS
1024,2560,2560,10990.5,PASS
1024,2560,4096,17163.1,PASS
1024,4096,512,4373,FAIL
1024,4096,1024,8369,FAIL
1024,4096,2560,17395,FAIL
1024,4096,4096,29523,FAIL
2560,512,512,3723.15,PASS
2560,512,1024,2554.35,PASS
2560,512,2560,5973.05,PASS
2560,512,4096,9130.4,PASS
2560,1024,512,2782.5,PASS
2560,1024,1024,4602.3,PASS
2560,1024,2560,11185.1,PASS
2560,1024,4096,17140.3,PASS
2560,2560,512,6048.9,PASS
2560,2560,1024,11234.5,PASS
2560,2560,2560,27756.8,PASS
2560,2560,4096,41460.7,PASS
2560,4096,512,8972,FAIL
2560,4096,1024,16918,FAIL
2560,4096,2560,43897,FAIL
2560,4096,4096,67616,FAIL
4096,512,512,5068.8,PASS
4096,512,1024,3999.3,PASS
4096,512,2560,9135.75,PASS
4096,512,4096,13965.2,PASS
4096,1024,512,3738.25,PASS
4096,1024,1024,7177.55,PASS
4096,1024,2560,16774.1,PASS
4096,1024,4096,28010.7,PASS
4096,2560,512,9352,FAIL
4096,2560,1024,17295.8,PASS
4096,2560,2560,41651.8,PASS
4096,2560,4096,67709.9,PASS
4096,4096,512,15726,FAIL
4096,4096,1024,28966,FAIL
4096,4096,2560,67668,FAIL
4096,4096,4096,105731,FAIL
