M,K,N,It1,Status
512,512,512,952.95,PASS
512,512,1024,1572.15,PASS
512,512,2560,2974.6,PASS
512,512,4096,4059.5,PASS
512,1024,512,1550,PASS
512,1024,1024,2294.65,PASS
512,1024,2560,3151.2,PASS
512,1024,4096,4679.6,PASS
512,2560,512,3188.25,FAIL
512,2560,1024,2876,FAIL
512,2560,2560,7881,FAIL
512,2560,4096,11618,FAIL
512,4096,512,4075.55,FAIL
512,4096,1024,4947,FAIL
512,4096,2560,11998,FAIL
512,4096,4096,19640,FAIL
1024,512,512,1482.5,PASS
1024,512,1024,2111.15,PASS
1024,512,2560,2508.15,PASS
1024,512,4096,4158.55,PASS
1024,1024,512,2149.05,PASS
1024,1024,1024,3759.75,PASS
1024,1024,2560,5781.65,PASS
1024,1024,4096,8899.4,PASS
1024,2560,512,2454,FAIL
1024,2560,1024,5815,FAIL
1024,2560,2560,14219,FAIL
1024,2560,4096,22338,FAIL
1024,4096,512,4305,FAIL
1024,4096,1024,8834,FAIL
1024,4096,2560,22016,FAIL
1024,4096,4096,36055,FAIL
2560,512,512,2779.65,PASS
2560,512,1024,2280.95,PASS
2560,512,2560,5771.65,PASS
2560,512,4096,10317.5,PASS
2560,1024,512,2233.5,PASS
2560,1024,1024,4673.6,PASS
2560,1024,2560,13635,PASS
2560,1024,4096,21995.9,PASS
2560,2560,512,5750,FAIL
2560,2560,1024,12143,FAIL
2560,2560,2560,34729,FAIL
2560,2560,4096,53513,FAIL
2560,4096,512,9323,FAIL
2560,4096,1024,19457,FAIL
2560,4096,2560,54101,FAIL
2560,4096,4096,86430,FAIL
4096,512,512,3873.7,PASS
4096,512,1024,3587.65,PASS
4096,512,2560,9145.25,PASS
4096,512,4096,15348,PASS
4096,1024,512,3198.9,PASS
4096,1024,1024,6152.45,PASS
4096,1024,2560,21498.8,PASS
4096,1024,4096,35157.9,PASS
4096,2560,512,8709,FAIL
4096,2560,1024,19693,FAIL
4096,2560,2560,52860,FAIL
4096,2560,4096,85918,FAIL
4096,4096,512,14989,FAIL
4096,4096,1024,32071,FAIL
4096,4096,2560,84536,FAIL
4096,4096,4096,134065,FAIL
