M,K,N,It1,Status
512,512,512,1645.2,PASS
512,512,1024,2669.75,PASS
512,512,2560,5407.4,PASS
512,512,4096,7872,PASS
512,1024,512,2650.4,PASS
512,1024,1024,4421.4,PASS
512,1024,2560,7775.05,PASS
512,1024,4096,11470.5,PASS
512,2560,512,5568.05,PASS
512,2560,1024,7403.3,PASS
512,2560,2560,17369.9,PASS
512,2560,4096,27922.8,PASS
512,4096,512,7849.8,PASS
512,4096,1024,11516,PASS
512,4096,2560,27689.7,PASS
512,4096,4096,45207.6,PASS
1024,512,512,2481.5,PASS
1024,512,1024,4213.4,PASS
1024,512,2560,7445.4,PASS
1024,512,4096,11607.2,PASS
1024,1024,512,4280,PASS
1024,1024,1024,7900.25,PASS
1024,1024,2560,14088.2,PASS
1024,1024,4096,22451.6,PASS
1024,2560,512,7737.75,PASS
1024,2560,1024,14630.7,PASS
1024,2560,2560,34242.2,PASS
1024,2560,4096,54323.8,PASS
1024,4096,512,11416.2,PASS
1024,4096,1024,23182.2,PASS
1024,4096,2560,54256.9,PASS
1024,4096,4096,87655.9,PASS
2560,512,512,5396.9,PASS
2560,512,1024,7434.7,PASS
2560,512,2560,17762.4,PASS
2560,512,4096,27714.2,PASS
2560,1024,512,7114.8,PASS
2560,1024,1024,14156.8,PASS
2560,1024,2560,34437.9,PASS
2560,1024,4096,54089.3,PASS
2560,2560,512,17665.8,PASS
2560,2560,1024,34486.1,PASS
2560,2560,2560,84739.6,PASS
2560,2560,4096,133527,PASS
2560,4096,512,28050.8,PASS
2560,4096,1024,54371.5,PASS
2560,4096,2560,134988,PASS
2560,4096,4096,214038,PASS
4096,512,512,7868.55,PASS
4096,512,1024,11533.8,PASS
4096,512,2560,27716.5,PASS
4096,512,4096,43991.5,PASS
4096,1024,512,11401,PASS
4096,1024,1024,22210.2,PASS
4096,1024,2560,53831.9,PASS
4096,1024,4096,86319.5,PASS
4096,2560,512,27677.3,PASS
4096,2560,1024,54098.6,PASS
4096,2560,2560,133120,PASS
4096,2560,4096,213776,PASS
4096,4096,512,45046,PASS
4096,4096,1024,87054.6,PASS
4096,4096,2560,213864,PASS
4096,4096,4096,340125,PASS
