M,K,N,It1,Status
512,512,512,1110.75,PASS
512,512,1024,1785.7,PASS
512,512,2560,3403.35,PASS
512,512,4096,4068,PASS
512,1024,512,,FAIL
512,1024,1024,2697.45,PASS
512,1024,2560,1008.35,PASS
512,1024,4096,1536.5,PASS
512,2560,512,3241.3,PASS
512,2560,1024,1585.65,PASS
512,2560,2560,2647.95,PASS
512,2560,4096,3739.8,PASS
512,4096,512,4280.75,PASS
512,4096,1024,2311.95,PASS
512,4096,2560,3716.05,PASS
512,4096,4096,7331.15,PASS
1024,512,512,1908.9,PASS
1024,512,1024,2763.35,PASS
1024,512,2560,1384.1,PASS
1024,512,4096,1536.35,PASS
1024,1024,512,2546.05,PASS
1024,1024,1024,4218.8,PASS
1024,1024,2560,2045.35,PASS
1024,1024,4096,2747.45,PASS
1024,2560,512,1579.4,PASS
1024,2560,1024,2544.8,PASS
1024,2560,2560,3745.9,PASS
1024,2560,4096,5974.75,PASS
1024,4096,512,2237,PASS
1024,4096,1024,3973.25,PASS
1024,4096,2560,6021.65,PASS
1024,4096,4096,11425.6,PASS
2560,512,512,3347,PASS
2560,512,1024,1247.6,PASS
2560,512,2560,2456.5,PASS
2560,512,4096,3374.75,PASS
2560,1024,512,1327.8,PASS
2560,1024,1024,1828.7,PASS
2560,1024,2560,3843.45,PASS
2560,1024,4096,5640.2,PASS
2560,2560,512,2928.45,PASS
2560,2560,1024,3801.65,PASS
2560,2560,2560,9440.25,PASS
2560,2560,4096,12807.8,PASS
2560,4096,512,3349.15,PASS
2560,4096,1024,5860.1,PASS
2560,4096,2560,15306.2,PASS
2560,4096,4096,22705.9,PASS
4096,512,512,4214.45,PASS
4096,512,1024,1368.9,PASS
4096,512,2560,3165.05,PASS
4096,512,4096,4893,PASS
4096,1024,512,1481.85,PASS
4096,1024,1024,2471.85,PASS
4096,1024,2560,5532,PASS
4096,1024,4096,9574.25,PASS
4096,2560,512,3230.45,PASS
4096,2560,1024,5533.4,PASS
4096,2560,2560,12393.7,PASS
4096,2560,4096,22686.2,PASS
4096,4096,512,6928.35,PASS
4096,4096,1024,10616.3,PASS
4096,4096,2560,22374.8,PASS
4096,4096,4096,33982.7,PASS
