M,K,N,It1,Status
512,512,512,1302.25,PASS
512,512,1024,1993.15,PASS
512,512,2560,3845.65,PASS
512,512,4096,5444.7,PASS
512,1024,512,1898.8,PASS
512,1024,1024,3208.8,PASS
512,1024,2560,4430,PASS
512,1024,4096,6499.65,PASS
512,2560,512,3885.1,PASS
512,2560,1024,4625.25,PASS
512,2560,2560,10288.5,PASS
512,2560,4096,16101.5,PASS
512,4096,512,5569.4,PASS
512,4096,1024,6889.95,PASS
512,4096,2560,15872.7,PASS
512,4096,4096,26768.7,PASS
1024,512,512,2017.55,PASS
1024,512,1024,3181.8,PASS
1024,512,2560,4509.4,PASS
1024,512,4096,6848.75,PASS
1024,1024,512,3056.3,PASS
1024,1024,1024,5432.95,PASS
1024,1024,2560,8282.85,PASS
1024,1024,4096,12741.3,PASS
1024,2560,512,4459.9,PASS
1024,2560,1024,8724.55,PASS
1024,2560,2560,20156.3,PASS
1024,2560,4096,31724.2,PASS
1024,4096,512,7024.7,PASS
1024,4096,1024,13535.6,PASS
1024,4096,2560,31487.7,PASS
1024,4096,4096,51059.6,PASS
2560,512,512,3788.5,PASS
2560,512,1024,4270.15,PASS
2560,512,2560,10337.7,PASS
2560,512,4096,16070.2,PASS
2560,1024,512,4204.7,PASS
2560,1024,1024,8234.95,PASS
2560,1024,2560,19994.3,PASS
2560,1024,4096,31451.4,PASS
2560,2560,512,10491.9,PASS
2560,2560,1024,20226.4,PASS
2560,2560,2560,49193.9,PASS
2560,2560,4096,76564.5,PASS
2560,4096,512,16206.3,PASS
2560,4096,1024,31370.7,PASS
2560,4096,2560,78121.6,PASS
2560,4096,4096,123045,PASS
4096,512,512,5508.25,PASS
4096,512,1024,6488.75,PASS
4096,512,2560,16074,PASS
4096,512,4096,25388.6,PASS
4096,1024,512,6557.8,PASS
4096,1024,1024,12731.5,PASS
4096,1024,2560,31155.8,PASS
4096,1024,4096,50065.2,PASS
4096,2560,512,16035,PASS
4096,2560,1024,31545.7,PASS
4096,2560,2560,76654.3,PASS
4096,2560,4096,123230,PASS
4096,4096,512,26696.8,PASS
4096,4096,1024,50681.6,PASS
4096,4096,2560,123051,PASS
4096,4096,4096,195145,PASS
