M,K,N,It1,Status
512,512,512,1123.65,PASS
512,512,1024,1742.5,PASS
512,512,2560,3250.9,PASS
512,512,4096,4774.45,PASS
512,1024,512,1755.85,PASS
512,1024,1024,2694.7,PASS
512,1024,2560,3221.05,PASS
512,1024,4096,4697.3,PASS
512,2560,512,3315.35,PASS
512,2560,1024,2900,PASS
512,2560,2560,7914.65,PASS
512,2560,4096,11746.2,PASS
512,4096,512,4299.7,PASS
512,4096,1024,4915.15,PASS
512,4096,2560,11848.5,PASS
512,4096,4096,20621,PASS
1024,512,512,1691.9,PASS
1024,512,1024,2470.95,PASS
1024,512,2560,2925.05,PASS
1024,512,4096,4330.15,PASS
1024,1024,512,2419.2,PASS
1024,1024,1024,4273.45,PASS
1024,1024,2560,6215.5,PASS
1024,1024,4096,9542.5,PASS
1024,2560,512,2529.95,PASS
1024,2560,1024,5684.1,PASS
1024,2560,2560,14333.7,PASS
1024,2560,4096,22764.8,PASS
1024,4096,512,4311.1,PASS
1024,4096,1024,8759.65,PASS
1024,4096,2560,22153.3,PASS
1024,4096,4096,37805.3,PASS
2560,512,512,3162,PASS
2560,512,1024,2908.1,PASS
2560,512,2560,6640.5,PASS
2560,512,4096,10368.7,PASS
2560,1024,512,2293.2,PASS
2560,1024,1024,4628.2,PASS
2560,1024,2560,14272.5,PASS
2560,1024,4096,23497.2,PASS
2560,2560,512,6183.85,PASS
2560,2560,1024,12462.4,PASS
2560,2560,2560,34397.3,PASS
2560,2560,4096,54293.7,PASS
2560,4096,512,9088.5,PASS
2560,4096,1024,19536.8,PASS
2560,4096,2560,53332.8,PASS
2560,4096,4096,89286.8,PASS
4096,512,512,4203.65,PASS
4096,512,1024,3586.95,PASS
4096,512,2560,9832.95,PASS
4096,512,4096,16617.8,PASS
4096,1024,512,3693.15,PASS
4096,1024,1024,6362.15,PASS
4096,1024,2560,22378,PASS
4096,1024,4096,36703.1,PASS
4096,2560,512,9080.25,PASS
4096,2560,1024,19335.9,PASS
4096,2560,2560,55172.2,PASS
4096,2560,4096,87957,PASS
4096,4096,512,15483.5,PASS
4096,4096,1024,33022.9,PASS
4096,4096,2560,87348.1,PASS
4096,4096,4096,137439,PASS
