M,K,N,It1,Status
512,512,512,926.4,PASS
512,512,1024,1256.05,PASS
512,512,2560,2299.4,PASS
512,512,4096,3108.7,PASS
512,1024,512,1381,PASS
512,1024,1024,1960.35,PASS
512,1024,2560,1612.95,PASS
512,1024,4096,2093.75,PASS
512,2560,512,2403.3,PASS
512,2560,1024,1595.35,PASS
512,2560,2560,2995.4,PASS
512,2560,4096,4426.4,PASS
512,4096,512,3144.95,PASS
512,4096,1024,2279.25,PASS
512,4096,2560,4255.8,PASS
512,4096,4096,7570.65,PASS
1024,512,512,1368.65,PASS
1024,512,1024,1759.45,PASS
1024,512,2560,1317.65,PASS
1024,512,4096,1858.85,PASS
1024,1024,512,1917.7,PASS
1024,1024,1024,3157.85,PASS
1024,1024,2560,2539.3,PASS
1024,1024,4096,3212.35,PASS
1024,2560,512,1410.95,PASS
1024,2560,1024,2675.3,PASS
1024,2560,2560,4929.35,PASS
1024,2560,4096,7377.35,PASS
1024,4096,512,2127.75,PASS
1024,4096,1024,4085.95,PASS
1024,4096,2560,7600.15,PASS
1024,4096,4096,13094.5,PASS
2560,512,512,2384.9,PASS
2560,512,1024,1150.85,PASS
2560,512,2560,2702.4,PASS
2560,512,4096,3943.2,PASS
2560,1024,512,1294.35,PASS
2560,1024,1024,2252.75,PASS
2560,1024,2560,5047.2,PASS
2560,1024,4096,7715.95,PASS
2560,2560,512,3036.15,PASS
2560,2560,1024,5224.55,PASS
2560,2560,2560,11895.8,PASS
2560,2560,4096,17885,PASS
2560,4096,512,4226.3,PASS
2560,4096,1024,7310.15,PASS
2560,4096,2560,18928,PASS
2560,4096,4096,29535.3,PASS
4096,512,512,3075.5,PASS
4096,512,1024,1934.8,PASS
4096,512,2560,3743.4,PASS
4096,512,4096,6145.55,PASS
4096,1024,512,1747.4,PASS
4096,1024,1024,3195.7,PASS
4096,1024,2560,7376.8,PASS
4096,1024,4096,12328,PASS
4096,2560,512,4015.7,PASS
4096,2560,1024,6997.95,PASS
4096,2560,2560,17063,PASS
4096,2560,4096,29366.9,PASS
4096,4096,512,7139.6,PASS
4096,4096,1024,12457.3,PASS
4096,4096,2560,29012.6,PASS
4096,4096,4096,45104.3,PASS
