M,K,N,It1,Status
512,512,512,1058.75,PASS
512,512,1024,1795.5,PASS
512,512,2560,3604.55,PASS
512,512,4096,4975.2,PASS
512,1024,512,1716.4,PASS
512,1024,1024,2960.8,PASS
512,1024,2560,3889.85,PASS
512,1024,4096,5934.95,PASS
512,2560,512,3645.65,PASS
512,2560,1024,4254.7,PASS
512,2560,2560,9093.05,PASS
512,2560,4096,13704.3,PASS
512,4096,512,4878.7,PASS
512,4096,1024,6144.95,PASS
512,4096,2560,13592.4,PASS
512,4096,4096,22613.4,PASS
1024,512,512,1771.3,PASS
1024,512,1024,2790.1,PASS
1024,512,2560,3890,PASS
1024,512,4096,5765.45,PASS
1024,1024,512,2699.35,PASS
1024,1024,1024,4990.3,PASS
1024,1024,2560,6909.65,PASS
1024,1024,4096,10939,PASS
1024,2560,512,4101.4,PASS
1024,2560,1024,7566.7,PASS
1024,2560,2560,17032.6,PASS
1024,2560,4096,26743.9,PASS
1024,4096,512,6070.2,PASS
1024,4096,1024,11745.9,PASS
1024,4096,2560,26685.4,PASS
1024,4096,4096,43234.6,PASS
2560,512,512,3517.25,PASS
2560,512,1024,3679.9,PASS
2560,512,2560,8866.55,PASS
2560,512,4096,13754.1,PASS
2560,1024,512,4109.25,PASS
2560,1024,1024,7236.7,PASS
2560,1024,2560,16529.9,PASS
2560,1024,4096,26379.8,PASS
2560,2560,512,9110.45,PASS
2560,2560,1024,17115.7,PASS
2560,2560,2560,41769.6,PASS
2560,2560,4096,64352,PASS
2560,4096,512,13583,PASS
2560,4096,1024,26895.2,PASS
2560,4096,2560,65880.5,PASS
2560,4096,4096,103307,PASS
4096,512,512,4975.1,PASS
4096,512,1024,5481.25,PASS
4096,512,2560,13656.5,PASS
4096,512,4096,21422.7,PASS
4096,1024,512,5540.85,PASS
4096,1024,1024,10731.2,PASS
4096,1024,2560,26256.8,PASS
4096,1024,4096,42207.4,PASS
4096,2560,512,13511.5,PASS
4096,2560,1024,26453.6,PASS
4096,2560,2560,64344.6,PASS
4096,2560,4096,103350,PASS
4096,4096,512,22563.1,PASS
4096,4096,1024,43065.1,PASS
4096,4096,2560,103351,PASS
4096,4096,4096,163586,PASS
