M,K,N,It1,Status
512,512,512,1044.25,PASS
512,512,1024,1437.9,PASS
512,512,2560,3096.7,PASS
512,512,4096,4413.1,PASS
512,1024,512,1385.2,PASS
512,1024,1024,2330.45,PASS
512,1024,2560,3490.15,PASS
512,1024,4096,5192.95,PASS
512,2560,512,3045.05,PASS
512,2560,1024,2978.3,PASS
512,2560,2560,7582.85,PASS
512,2560,4096,11487.1,PASS
512,4096,512,4144.65,PASS
512,4096,1024,4698.45,PASS
512,4096,2560,11541.5,PASS
512,4096,4096,19053.9,PASS
1024,512,512,1579.8,PASS
1024,512,1024,2252.1,PASS
1024,512,2560,3284.15,PASS
1024,512,4096,4964.55,PASS
1024,1024,512,2311.9,PASS
1024,1024,1024,3813.8,PASS
1024,1024,2560,5773,PASS
1024,1024,4096,9287.8,PASS
1024,2560,512,2826.85,PASS
1024,2560,1024,5791.85,PASS
1024,2560,2560,14168.7,PASS
1024,2560,4096,22664.2,PASS
1024,4096,512,4403.25,PASS
1024,4096,1024,8742.6,PASS
1024,4096,2560,22385.8,PASS
1024,4096,4096,36869.4,PASS
2560,512,512,2837.95,PASS
2560,512,1024,2929,PASS
2560,512,2560,7002.85,PASS
2560,512,4096,10905.4,PASS
2560,1024,512,2408.1,PASS
2560,1024,1024,4333.85,PASS
2560,1024,2560,14579.8,PASS
2560,1024,4096,22833.7,PASS
2560,2560,512,6184.6,PASS
2560,2560,1024,12314.8,PASS
2560,2560,2560,33888.9,PASS
2560,2560,4096,54356.6,PASS
2560,4096,512,9307.6,PASS
2560,4096,1024,19571.7,PASS
2560,4096,2560,53711.1,PASS
2560,4096,4096,87607.3,PASS
4096,512,512,4009.9,PASS
4096,512,1024,4059.8,PASS
4096,512,2560,9861.3,PASS
4096,512,4096,16829.6,PASS
4096,1024,512,3475.95,PASS
4096,1024,1024,6119.5,PASS
4096,1024,2560,21979.8,PASS
4096,1024,4096,36039.4,PASS
4096,2560,512,8809.9,PASS
4096,2560,1024,19771.6,PASS
4096,2560,2560,53793.3,PASS
4096,2560,4096,87487.4,PASS
4096,4096,512,15367,PASS
4096,4096,1024,31993.2,PASS
4096,4096,2560,85686.5,PASS
4096,4096,4096,137190,PASS
