M,K,N,It1,Status
512,512,512,1220.75,PASS
512,512,1024,1914.25,PASS
512,512,2560,3842.85,PASS
512,512,4096,5042.75,PASS
512,1024,512,1845.85,PASS
512,1024,1024,3112.95,PASS
512,1024,2560,2714.75,PASS
512,1024,4096,3903.1,PASS
512,2560,512,,FAIL
512,2560,1024,2933.45,PASS
512,2560,2560,5984,PASS
512,2560,4096,8916.35,PASS
512,4096,512,5074.35,PASS
512,4096,1024,4095.25,PASS
512,4096,2560,8717.1,PASS
512,4096,4096,15171.2,PASS
1024,512,512,1837.2,PASS
1024,512,1024,2718.9,PASS
1024,512,2560,2469.75,PASS
1024,512,4096,3753.2,PASS
1024,1024,512,2878.2,PASS
1024,1024,1024,5196.45,PASS
1024,1024,2560,4583.15,PASS
1024,1024,4096,6751.8,PASS
1024,2560,512,2436.2,PASS
1024,2560,1024,5083.55,PASS
1024,2560,2560,10392.2,PASS
1024,2560,4096,16109.5,PASS
1024,4096,512,4080.75,PASS
1024,4096,1024,8066.85,PASS
1024,4096,2560,16352.6,PASS
1024,4096,4096,28035.3,PASS
2560,512,512,3707.75,PASS
2560,512,1024,2472.5,PASS
2560,512,2560,5330.95,PASS
2560,512,4096,8545.75,PASS
2560,1024,512,2438.3,PASS
2560,1024,1024,4704.9,PASS
2560,1024,2560,10262.2,PASS
2560,1024,4096,15986.2,PASS
2560,2560,512,6081.35,PASS
2560,2560,1024,10511.2,PASS
2560,2560,2560,26683.8,PASS
2560,2560,4096,39484.2,PASS
2560,4096,512,8754.15,PASS
2560,4096,1024,16466.3,PASS
2560,4096,2560,41676.6,PASS
2560,4096,4096,64327.1,PASS
4096,512,512,5070.95,PASS
4096,512,1024,3566.95,PASS
4096,512,2560,8549.65,PASS
4096,512,4096,13527.4,PASS
4096,1024,512,3513.4,PASS
4096,1024,1024,6624.5,PASS
4096,1024,2560,15748.9,PASS
4096,1024,4096,26479.2,PASS
4096,2560,512,8772.55,PASS
4096,2560,1024,16252,PASS
4096,2560,2560,39325.7,PASS
4096,2560,4096,64173.6,PASS
4096,4096,512,15205.8,PASS
4096,4096,1024,27871.8,PASS
4096,4096,2560,64092.4,PASS
4096,4096,4096,100091,PASS
