M,K,N,It1,Status
256,256,256,518.35,PASS
256,256,1280,1186.3,PASS
256,256,2304,1618.9,PASS
256,256,3328,2083.6,PASS
256,256,4352,2482.5,PASS
256,1280,256,,FAIL
256,1280,1280,3146.55,PASS
256,1280,2304,5515.8,PASS
256,1280,3328,3845.75,PASS
256,1280,4352,4765.1,PASS
256,2304,256,1689.65,PASS
256,2304,1280,5412.85,FAIL
256,2304,2304,4696.3,PASS
256,2304,3328,6611.65,PASS
256,2304,4352,8151,PASS
256,3328,256,2089.75,FAIL
256,3328,1280,3702,FAIL
256,3328,2304,6662,FAIL
256,3328,3328,8887,FAIL
256,3328,4352,11270,FAIL
256,4352,256,2507.15,FAIL
256,4352,1280,4889,FAIL
256,4352,2304,8196,FAIL
256,4352,3328,11376,FAIL
256,4352,4352,16556,FAIL
1280,256,256,1259.95,PASS
1280,256,1280,3053.65,PASS
1280,256,2304,5526.85,PASS
1280,256,3328,3417.1,PASS
1280,256,4352,4337.6,PASS
1280,1280,256,3145.75,PASS
1280,1280,1280,6844.45,PASS
1280,1280,2304,11017.1,PASS
1280,1280,3328,15427.6,PASS
1280,1280,4352,20110.2,PASS
1280,2304,256,5533.8,PASS
1280,2304,1280,11520,PASS
1280,2304,2304,19544.3,PASS
1280,2304,3328,27501.6,PASS
1280,2304,4352,36019.3,PASS
1280,3328,256,3733,FAIL
1280,3328,1280,16798,FAIL
1280,3328,2304,27587,FAIL
1280,3328,3328,39523,FAIL
1280,3328,4352,51727,FAIL
1280,4352,256,4493,FAIL
1280,4352,1280,21381,FAIL
1280,4352,2304,35818,FAIL
1280,4352,3328,51400,FAIL
1280,4352,4352,68742,FAIL
2304,256,256,1422.85,PASS
2304,256,1280,5410.05,PASS
2304,256,2304,4814.6,PASS
2304,256,3328,6381.35,PASS
2304,256,4352,8020,PASS
2304,1280,256,5504.45,PASS
2304,1280,1280,10910.7,PASS
2304,1280,2304,19291.2,PASS
2304,1280,3328,27350.8,PASS
2304,1280,4352,35792.4,PASS
2304,2304,256,4662.35,PASS
2304,2304,1280,19832.6,PASS
2304,2304,2304,35262.4,PASS
2304,2304,3328,48968.8,PASS
2304,2304,4352,63447.1,PASS
2304,3328,256,6747,FAIL
2304,3328,1280,28040,FAIL
2304,3328,2304,49694,FAIL
2304,3328,3328,69932,FAIL
2304,3328,4352,91024,FAIL
2304,4352,256,8389,FAIL
2304,4352,1280,36090,FAIL
2304,4352,2304,65819,FAIL
2304,4352,3328,90904,FAIL
2304,4352,4352,120321,FAIL
3328,256,256,1883.7,PASS
3328,256,1280,3920.15,PASS
3328,256,2304,6279.6,PASS
3328,256,3328,8645.5,PASS
3328,256,4352,11055.6,PASS
3328,1280,256,3741.15,PASS
3328,1280,1280,15588.8,PASS
3328,1280,2304,27608.3,PASS
3328,1280,3328,39519.4,PASS
3328,1280,4352,51094.9,PASS
3328,2304,256,6629.4,PASS
3328,2304,1280,27746.3,PASS
3328,2304,2304,48728.9,PASS
3328,2304,3328,69804.6,PASS
3328,2304,4352,90625.9,PASS
3328,3328,256,8839,FAIL
3328,3328,1280,39574,FAIL
3328,3328,2304,70035,FAIL
3328,3328,3328,102373,FAIL
3328,3328,4352,130295,FAIL
3328,4352,256,11234,FAIL
3328,4352,1280,51092,FAIL
3328,4352,2304,90869,FAIL
3328,4352,3328,132634,FAIL
3328,4352,4352,171844,FAIL
4352,256,256,2377.05,PASS
4352,256,1280,4357.15,PASS
4352,256,2304,7796.8,PASS
4352,256,3328,10960.4,PASS
4352,256,4352,13823.6,PASS
4352,1280,256,4436.05,PASS
4352,1280,1280,20130.1,PASS
4352,1280,2304,35680.1,PASS
4352,1280,3328,50988.1,PASS
4352,1280,4352,67079.2,PASS
4352,2304,256,8080,PASS
4352,2304,1280,35709.9,PASS
4352,2304,2304,63273.9,PASS
4352,2304,3328,90749.2,PASS
4352,2304,4352,120359,PASS
4352,3328,256,11152,FAIL
4352,3328,1280,51260,FAIL
4352,3328,2304,90898,FAIL
4352,3328,3328,130421,FAIL
4352,3328,4352,172118,FAIL
4352,4352,256,16531,FAIL
4352,4352,1280,68720,FAIL
4352,4352,2304,120474,FAIL
4352,4352,3328,172017,FAIL
4352,4352,4352,223612,FAIL
