M,K,N,It1,Status
256,256,256,489.4,PASS
256,256,1280,786.65,PASS
256,256,2304,1038.85,PASS
256,256,3328,1259.35,PASS
256,256,4352,1366.4,PASS
256,1280,256,703.6,PASS
256,1280,1280,1659.05,PASS
256,1280,2304,3029,PASS
256,1280,3328,1372.9,PASS
256,1280,4352,1743.1,PASS
256,2304,256,1131.15,PASS
256,2304,1280,2908.55,PASS
256,2304,2304,1633.6,PASS
256,2304,3328,2331.95,PASS
256,2304,4352,2557.65,PASS
256,3328,256,1098.15,PASS
256,3328,1280,1196,PASS
256,3328,2304,1973.9,PASS
256,3328,3328,2481.7,PASS
256,3328,4352,3600.05,PASS
256,4352,256,1464.35,FAIL
256,4352,1280,1682.55,PASS
256,4352,2304,2309.5,PASS
256,4352,3328,3432.8,PASS
256,4352,4352,5511.05,PASS
1280,256,256,617.4,PASS
1280,256,1280,1713.35,PASS
1280,256,2304,2839.35,PASS
1280,256,3328,1255.7,PASS
1280,256,4352,1519.3,PASS
1280,1280,256,1721.35,PASS
1280,1280,1280,2259.2,PASS
1280,1280,2304,2982.75,PASS
1280,1280,3328,3960.8,PASS
1280,1280,4352,5468.6,PASS
1280,2304,256,2896.2,PASS
1280,2304,1280,3403.05,PASS
1280,2304,2304,4993.1,PASS
1280,2304,3328,6918.45,PASS
1280,2304,4352,8795.75,PASS
1280,3328,256,1024.55,PASS
1280,3328,1280,4670.55,PASS
1280,3328,2304,6829.75,PASS
1280,3328,3328,9367.65,PASS
1280,3328,4352,12411.8,PASS
1280,4352,256,1726.6,PASS
1280,4352,1280,5523.55,PASS
1280,4352,2304,8425.85,PASS
1280,4352,3328,12182,FAIL
1280,4352,4352,17591,FAIL
2304,256,256,867.5,PASS
2304,256,1280,2852.5,PASS
2304,256,2304,1193.55,PASS
2304,256,3328,1650.35,PASS
2304,256,4352,2132.2,PASS
2304,1280,256,2931.8,PASS
2304,1280,1280,3061.1,PASS
2304,1280,2304,5094.9,PASS
2304,1280,3328,6860.6,PASS
2304,1280,4352,8945.85,PASS
2304,2304,256,1481.55,PASS
2304,2304,1280,5234.65,PASS
2304,2304,2304,8678.85,PASS
2304,2304,3328,11330.4,PASS
2304,2304,4352,14724,PASS
2304,3328,256,2331.1,PASS
2304,3328,1280,6574,PASS
2304,3328,2304,12318.6,PASS
2304,3328,3328,16271.6,PASS
2304,3328,4352,21630.9,PASS
2304,4352,256,2628.45,PASS
2304,4352,1280,8438.3,PASS
2304,4352,2304,16060.7,PASS
2304,4352,3328,21514.2,PASS
2304,4352,4352,29472.8,PASS
3328,256,256,1060,PASS
3328,256,1280,1183.15,PASS
3328,256,2304,1992.75,PASS
3328,256,3328,2537.05,PASS
3328,256,4352,2955.4,PASS
3328,1280,256,1108.35,PASS
3328,1280,1280,4217,PASS
3328,1280,2304,6574.25,PASS
3328,1280,3328,9086.75,PASS
3328,1280,4352,12004.2,PASS
3328,2304,256,2181.55,PASS
3328,2304,1280,7034.55,PASS
3328,2304,2304,11325.2,PASS
3328,2304,3328,16250.2,PASS
3328,2304,4352,21404.4,PASS
3328,3328,256,2541.2,PASS
3328,3328,1280,9053.25,PASS
3328,3328,2304,15941.2,PASS
3328,3328,3328,24705.9,PASS
3328,3328,4352,30473.2,PASS
3328,4352,256,3077.35,PASS
3328,4352,1280,11610,FAIL
3328,4352,2304,20885,FAIL
3328,4352,3328,31458.4,PASS
3328,4352,4352,41082,FAIL
4352,256,256,1390.9,PASS
4352,256,1280,1354.25,PASS
4352,256,2304,2135.9,PASS
4352,256,3328,2921.25,PASS
4352,256,4352,3630.1,PASS
4352,1280,256,1611.6,PASS
4352,1280,1280,5147.2,PASS
4352,1280,2304,8733.5,PASS
4352,1280,3328,12077.3,PASS
4352,1280,4352,16302.5,PASS
4352,2304,256,2235.65,PASS
4352,2304,1280,8221.65,PASS
4352,2304,2304,14277.3,PASS
4352,2304,3328,20990.3,PASS
4352,2304,4352,29065.2,PASS
4352,3328,256,3156.3,PASS
4352,3328,1280,11576.5,PASS
4352,3328,2304,20863.7,PASS
4352,3328,3328,30072.2,PASS
4352,3328,4352,40811.6,PASS
4352,4352,256,5271.45,PASS
4352,4352,1280,16420,FAIL
4352,4352,2304,28500.7,PASS
4352,4352,3328,40484.2,PASS
4352,4352,4352,52739.1,PASS
