M,K,N,It1,Status
256,256,256,503.6,PASS
256,256,1280,956,PASS
256,256,2304,1527.6,PASS
256,256,3328,2169.95,PASS
256,256,4352,2185.15,PASS
256,1280,256,,FAIL
256,1280,1280,3132.95,PASS
256,1280,2304,5578.5,PASS
256,1280,3328,3523.5,PASS
256,1280,4352,4589.1,PASS
256,2304,256,1634.55,PASS
256,2304,1280,5705.9,PASS
256,2304,2304,4405.9,PASS
256,2304,3328,6554.15,PASS
256,2304,4352,8100.05,PASS
256,3328,256,1849.95,PASS
256,3328,1280,3817.65,PASS
256,3328,2304,6909.45,PASS
256,3328,3328,9269.4,PASS
256,3328,4352,11681.5,PASS
256,4352,256,2532.5,PASS
256,4352,1280,4803.8,PASS
256,4352,2304,8374.6,PASS
256,4352,3328,11786.4,PASS
256,4352,4352,17365.1,PASS
1280,256,256,1061.4,PASS
1280,256,1280,3176.2,PASS
1280,256,2304,5607.6,PASS
1280,256,3328,4028.15,PASS
1280,256,4352,4976.85,PASS
1280,1280,256,3182.7,PASS
1280,1280,1280,6395.65,PASS
1280,1280,2304,11443,PASS
1280,1280,3328,16341.8,PASS
1280,1280,4352,21352.6,PASS
1280,2304,256,5501.55,PASS
1280,2304,1280,11616,PASS
1280,2304,2304,20547.4,PASS
1280,2304,3328,28931,PASS
1280,2304,4352,37838.7,PASS
1280,3328,256,3782.35,PASS
1280,3328,1280,17307,PASS
1280,3328,2304,29142.9,PASS
1280,3328,3328,41520.2,PASS
1280,3328,4352,53735.4,PASS
1280,4352,256,5066.6,PASS
1280,4352,1280,22014.9,PASS
1280,4352,2304,37255.8,PASS
1280,4352,3328,54134.7,PASS
1280,4352,4352,71866.9,PASS
2304,256,256,1715.7,PASS
2304,256,1280,5592.4,PASS
2304,256,2304,4782.65,PASS
2304,256,3328,6205.1,PASS
2304,256,4352,7428.05,PASS
2304,1280,256,5523.05,PASS
2304,1280,1280,11729.7,PASS
2304,1280,2304,20307.5,PASS
2304,1280,3328,28099.8,PASS
2304,1280,4352,37382.6,PASS
2304,2304,256,4988.5,PASS
2304,2304,1280,20404,PASS
2304,2304,2304,35502.8,PASS
2304,2304,3328,50918.1,PASS
2304,2304,4352,66304.5,PASS
2304,3328,256,6617.4,PASS
2304,3328,1280,29127.1,PASS
2304,3328,2304,51308,PASS
2304,3328,3328,73137.6,PASS
2304,3328,4352,95374.2,PASS
2304,4352,256,8298.3,PASS
2304,4352,1280,37577.4,PASS
2304,4352,2304,66956.2,PASS
2304,4352,3328,95610.2,PASS
2304,4352,4352,126245,PASS
3328,256,256,1949.45,PASS
3328,256,1280,4017.55,PASS
3328,256,2304,6860.8,PASS
3328,256,3328,8761.3,PASS
3328,256,4352,11305.8,PASS
3328,1280,256,3590.7,PASS
3328,1280,1280,16099.3,PASS
3328,1280,2304,28543.6,PASS
3328,1280,3328,42120.4,PASS
3328,1280,4352,53515.8,PASS
3328,2304,256,6879.2,PASS
3328,2304,1280,28976.1,PASS
3328,2304,2304,50750.4,PASS
3328,2304,3328,74524.5,PASS
3328,2304,4352,95479.8,PASS
3328,3328,256,9059.7,PASS
3328,3328,1280,41430.4,PASS
3328,3328,2304,73246.9,PASS
3328,3328,3328,107215,PASS
3328,3328,4352,136923,PASS
3328,4352,256,11578.2,PASS
3328,4352,1280,53808.7,PASS
3328,4352,2304,95574.7,PASS
3328,4352,3328,138947,PASS
3328,4352,4352,180170,PASS
4352,256,256,2356.05,PASS
4352,256,1280,4793.85,PASS
4352,256,2304,7989.45,PASS
4352,256,3328,11432.5,PASS
4352,256,4352,14843.1,PASS
4352,1280,256,5092.9,PASS
4352,1280,1280,21314.8,PASS
4352,1280,2304,37547.9,PASS
4352,1280,3328,53392.1,PASS
4352,1280,4352,70431.5,PASS
4352,2304,256,8573.05,PASS
4352,2304,1280,37813.4,PASS
4352,2304,2304,66413.5,PASS
4352,2304,3328,95561,PASS
4352,2304,4352,126229,PASS
4352,3328,256,11592.4,PASS
4352,3328,1280,53668.4,PASS
4352,3328,2304,95381.5,PASS
4352,3328,3328,137092,PASS
4352,3328,4352,180283,PASS
4352,4352,256,17205.8,PASS
4352,4352,1280,72030,PASS
4352,4352,2304,126263,PASS
4352,4352,3328,180452,PASS
4352,4352,4352,234916,PASS
