M,K,N,It1,Status
256,256,256,2795,PASS
256,256,1280,2950,PASS
256,256,2304,3024,PASS
256,256,3328,3606,PASS
256,256,4352,4566,PASS
256,1280,256,,FAIL
256,1280,1280,4392,PASS
256,1280,2304,5868,PASS
256,1280,3328,4405,PASS
256,1280,4352,5310,PASS
256,2304,256,2991.00,FAIL
256,2304,1280,4361.00,FAIL
256,2304,2304,5527,FAIL
256,2304,3328,5230,PASS
256,2304,4352,6558,PASS
256,3328,256,3633.00,FAIL
256,3328,1280,4647,FAIL
256,3328,2304,6186,FAIL
256,3328,3328,7842,FAIL
256,3328,4352,8360,FAIL
256,4352,256,4164.00,FAIL
256,4352,1280,5541,FAIL
256,4352,2304,7430,FAIL
256,4352,3328,8270,FAIL
256,4352,4352,9266,FAIL
1280,256,256,4289,PASS
1280,256,1280,4149,PASS
1280,256,2304,4707,PASS
1280,256,3328,5471,PASS
1280,256,4352,4661,PASS
1280,1280,256,3559,PASS
1280,1280,1280,5429,PASS
1280,1280,2304,8916,PASS
1280,1280,3328,9600,PASS
1280,1280,4352,13591,PASS
1280,2304,256,4471.00,FAIL
1280,2304,1280,8484,FAIL
1280,2304,2304,12819,FAIL
1280,2304,3328,15941,FAIL
1280,2304,4352,20007,FAIL
1280,3328,256,5097,FAIL
1280,3328,1280,10847,FAIL
1280,3328,2304,15963,FAIL
1280,3328,3328,20130,FAIL
1280,3328,4352,24770,FAIL
1280,4352,256,4969,FAIL
1280,4352,1280,12784,FAIL
1280,4352,2304,21231,FAIL
1280,4352,3328,25755,FAIL
1280,4352,4352,31591,FAIL
2304,256,256,2828,PASS
2304,256,1280,3560,PASS
2304,256,2304,4821,PASS
2304,256,3328,5801,PASS
2304,256,4352,5687,PASS
2304,1280,256,4281,PASS
2304,1280,1280,7164,PASS
2304,1280,2304,12238,PASS
2304,1280,3328,16122,PASS
2304,1280,4352,20573,PASS
2304,2304,256,4494,FAIL
2304,2304,1280,12477,FAIL
2304,2304,2304,19628,FAIL
2304,2304,3328,24889,FAIL
2304,2304,4352,29961,FAIL
2304,3328,256,5503,FAIL
2304,3328,1280,16783,FAIL
2304,3328,2304,25394,FAIL
2304,3328,3328,32265,FAIL
2304,3328,4352,40159,FAIL
2304,4352,256,6124,FAIL
2304,4352,1280,19038,FAIL
2304,4352,2304,30755,FAIL
2304,4352,3328,41716,FAIL
2304,4352,4352,51526,FAIL
3328,256,256,3111,PASS
3328,256,1280,5055,PASS
3328,256,2304,5375,PASS
3328,256,3328,6552,PASS
3328,256,4352,7168,PASS
3328,1280,256,4677,PASS
3328,1280,1280,8741,PASS
3328,1280,2304,16211,PASS
3328,1280,3328,20880,PASS
3328,1280,4352,26523,PASS
3328,2304,256,5817,FAIL
3328,2304,1280,16419,FAIL
3328,2304,2304,25352,FAIL
3328,2304,3328,33474,FAIL
3328,2304,4352,42279,FAIL
3328,3328,256,6275,FAIL
3328,3328,1280,20438,FAIL
3328,3328,2304,32431,FAIL
3328,3328,3328,45664,FAIL
3328,3328,4352,58375,FAIL
3328,4352,256,7076,FAIL
3328,4352,1280,26283,FAIL
3328,4352,2304,42533,FAIL
3328,4352,3328,56655,FAIL
3328,4352,4352,73884,FAIL
4352,256,256,3064,PASS
4352,256,1280,5142,PASS
4352,256,2304,6199,PASS
4352,256,3328,6204,PASS
4352,256,4352,8430,PASS
4352,1280,256,5075,PASS
4352,1280,1280,10782,PASS
4352,1280,2304,20315,PASS
4352,1280,3328,25700,PASS
4352,1280,4352,31444,PASS
4352,2304,256,6154,FAIL
4352,2304,1280,19622,FAIL
4352,2304,2304,34024,FAIL
4352,2304,3328,41386,FAIL
4352,2304,4352,54318,FAIL
4352,3328,256,7099,FAIL
4352,3328,1280,26555,FAIL
4352,3328,2304,40927,FAIL
4352,3328,3328,58760,FAIL
4352,3328,4352,74082,FAIL
4352,4352,256,8664,FAIL
4352,4352,1280,31368,FAIL
4352,4352,2304,51646,FAIL
4352,4352,3328,72121,FAIL
4352,4352,4352,122364,FAIL
