M,K,N,It1,Status
256,256,256,2797,PASS
256,256,1280,3110,PASS
256,256,2304,3314,PASS
256,256,3328,3498,PASS
256,256,4352,3644,PASS
256,1280,256,,FAIL
256,1280,1280,4928,PASS
256,1280,2304,5087,PASS
256,1280,3328,6951,PASS
256,1280,4352,7946,PASS
256,2304,256,3250,PASS
256,2304,1280,5643,PASS
256,2304,2304,7310,PASS
256,2304,3328,9666,PASS
256,2304,4352,11147,PASS
256,3328,256,3697,PASS
256,3328,1280,6315,PASS
256,3328,2304,9400,PASS
256,3328,3328,11757,PASS
256,3328,4352,14224,PASS
256,4352,256,5071,PASS
256,4352,1280,6946,PASS
256,4352,2304,10907,PASS
256,4352,3328,14276,PASS
256,4352,4352,16505,PASS
1280,256,256,3125,PASS
1280,256,1280,3984,PASS
1280,256,2304,5555,PASS
1280,256,3328,7148,PASS
1280,256,4352,7834,PASS
1280,1280,256,4819,PASS
1280,1280,1280,10064,PASS
1280,1280,2304,14890,PASS
1280,1280,3328,19979,PASS
1280,1280,4352,24353,PASS
1280,2304,256,5726,PASS
1280,2304,1280,13877,PASS
1280,2304,2304,22796,PASS
1280,2304,3328,31871,PASS
1280,2304,4352,39974,PASS
1280,3328,256,7029,PASS
1280,3328,1280,18906,PASS
1280,3328,2304,32121,PASS
1280,3328,3328,44279,PASS
1280,3328,4352,55583,PASS
1280,4352,256,7337,PASS
1280,4352,1280,23795,PASS
1280,4352,2304,39971,PASS
1280,4352,3328,56277,PASS
1280,4352,4352,72197,PASS
2304,256,256,3469,PASS
2304,256,1280,5425,PASS
2304,256,2304,7380,PASS
2304,256,3328,8878,PASS
2304,256,4352,10698,PASS
2304,1280,256,5912,PASS
2304,1280,1280,14542,PASS
2304,1280,2304,23162,PASS
2304,1280,3328,32166,PASS
2304,1280,4352,39658,PASS
2304,2304,256,7352,PASS
2304,2304,1280,23446,PASS
2304,2304,2304,38402,PASS
2304,2304,3328,53881,PASS
2304,2304,4352,68930,PASS
2304,3328,256,9838,PASS
2304,3328,1280,31584,PASS
2304,3328,2304,53124,PASS
2304,3328,3328,75325,PASS
2304,3328,4352,98123,PASS
2304,4352,256,10768,PASS
2304,4352,1280,40447,PASS
2304,4352,2304,69046,PASS
2304,4352,3328,97833,PASS
2304,4352,4352,126967,PASS
3328,256,256,3855,PASS
3328,256,1280,6882,PASS
3328,256,2304,9280,PASS
3328,256,3328,12433,PASS
3328,256,4352,14573,PASS
3328,1280,256,6688,PASS
3328,1280,1280,20149,PASS
3328,1280,2304,31349,PASS
3328,1280,3328,44041,PASS
3328,1280,4352,56463,PASS
3328,2304,256,9173,PASS
3328,2304,1280,32272,PASS
3328,2304,2304,53712,PASS
3328,2304,3328,75921,PASS
3328,2304,4352,97590,PASS
3328,3328,256,11597,PASS
3328,3328,1280,44198,PASS
3328,3328,2304,76574,PASS
3328,3328,3328,107368,PASS
3328,3328,4352,139153,PASS
3328,4352,256,13974,PASS
3328,4352,1280,56111,PASS
3328,4352,2304,97568,PASS
3328,4352,3328,139247,PASS
3328,4352,4352,180842,PASS
4352,256,256,4837,PASS
4352,256,1280,7547,PASS
4352,256,2304,11205,PASS
4352,256,3328,14243,PASS
4352,256,4352,17868,PASS
4352,1280,256,7781,PASS
4352,1280,1280,24112,PASS
4352,1280,2304,40424,PASS
4352,1280,3328,56415,PASS
4352,1280,4352,72222,PASS
4352,2304,256,10832,PASS
4352,2304,1280,40596,PASS
4352,2304,2304,68784,PASS
4352,2304,3328,97802,PASS
4352,2304,4352,126353,PASS
4352,3328,256,14164,PASS
4352,3328,1280,57358,PASS
4352,3328,2304,98277,PASS
4352,3328,3328,139194,PASS
4352,3328,4352,180786,PASS
4352,4352,256,17268,PASS
4352,4352,1280,72034,PASS
4352,4352,2304,126630,PASS
4352,4352,3328,180579,PASS
4352,4352,4352,234868,PASS
