M,K,N,It1,Status
512,512,512,1154.4,PASS
512,512,1024,1893.65,PASS
512,512,2560,3776.45,PASS
512,512,4096,4778.3,PASS
512,1024,512,2104.25,PASS
512,1024,1024,2888.95,PASS
512,1024,2560,2207.55,PASS
512,1024,4096,3241.75,PASS
512,2560,512,3935.25,FAIL
512,2560,1024,2665.65,PASS
512,2560,2560,5877.5,PASS
512,2560,4096,8208,FAIL
512,4096,512,4807.80,FAIL
512,4096,1024,4050,FAIL
512,4096,2560,8189,FAIL
512,4096,4096,14380,FAIL
1024,512,512,1784.95,PASS
1024,512,1024,2664.75,PASS
1024,512,2560,2555.55,PASS
1024,512,4096,3615.55,PASS
1024,1024,512,2838.3,PASS
1024,1024,1024,4885.5,PASS
1024,1024,2560,4299.45,PASS
1024,1024,4096,6478.2,PASS
1024,2560,512,2719.75,PASS
1024,2560,1024,5144.85,PASS
1024,2560,2560,9959.1,PASS
1024,2560,4096,15182.4,PASS
1024,4096,512,3857,FAIL
1024,4096,1024,7770,FAIL
1024,4096,2560,15260,FAIL
1024,4096,4096,26298,FAIL
2560,512,512,3497.95,PASS
2560,512,1024,2273.05,PASS
2560,512,2560,4878.75,PASS
2560,512,4096,8050.55,PASS
2560,1024,512,2266.25,PASS
2560,1024,1024,4045.1,PASS
2560,1024,2560,9644.6,PASS
2560,1024,4096,14894,PASS
2560,2560,512,5495.2,PASS
2560,2560,1024,9756.4,PASS
2560,2560,2560,24549.1,PASS
2560,2560,4096,36477.6,PASS
2560,4096,512,8325,FAIL
2560,4096,1024,15172,FAIL
2560,4096,2560,38835,FAIL
2560,4096,4096,59667,FAIL
4096,512,512,4813.4,PASS
4096,512,1024,3650.85,PASS
4096,512,2560,8088.1,PASS
4096,512,4096,12521.7,PASS
4096,1024,512,3651.65,PASS
4096,1024,1024,6299.95,PASS
4096,1024,2560,14935,PASS
4096,1024,4096,24785.8,PASS
4096,2560,512,8036,FAIL
4096,2560,1024,15064,PASS
4096,2560,2560,36559.8,PASS
4096,2560,4096,59698.9,PASS
4096,4096,512,14225,FAIL
4096,4096,1024,25676,FAIL
4096,4096,2560,59541,FAIL
4096,4096,4096,92947,FAIL
