M,K,N,It1,Status
512,512,512,1562.5,PASS
512,512,1024,2689.05,PASS
512,512,2560,5503.4,PASS
512,512,4096,8194.65,PASS
512,1024,512,2905.85,PASS
512,1024,1024,4500.65,PASS
512,1024,2560,7276.15,PASS
512,1024,4096,11510.5,PASS
512,2560,512,5887.70,FAIL
512,2560,1024,7544.4,PASS
512,2560,2560,17974.9,PASS
512,2560,4096,28297,FAIL
512,4096,512,8068.85,FAIL
512,4096,1024,11743,FAIL
512,4096,2560,28461,FAIL
512,4096,4096,46073,FAIL
1024,512,512,2985.2,PASS
1024,512,1024,4375.2,PASS
1024,512,2560,7686.6,PASS
1024,512,4096,11857.7,PASS
1024,1024,512,4387.75,PASS
1024,1024,1024,8009.85,PASS
1024,1024,2560,14588.5,PASS
1024,1024,4096,22982.2,PASS
1024,2560,512,7904.45,PASS
1024,2560,1024,14731.5,PASS
1024,2560,2560,35109.4,PASS
1024,2560,4096,55501.7,PASS
1024,4096,512,11771,FAIL
1024,4096,1024,23658,FAIL
1024,4096,2560,55629,FAIL
1024,4096,4096,89662,FAIL
2560,512,512,5636.65,PASS
2560,512,1024,7667.3,PASS
2560,512,2560,18071.4,PASS
2560,512,4096,28586.4,PASS
2560,1024,512,7704,PASS
2560,1024,1024,14340.3,PASS
2560,1024,2560,34991.4,PASS
2560,1024,4096,55467.5,PASS
2560,2560,512,18025,PASS
2560,2560,1024,35186.1,PASS
2560,2560,2560,86667.5,PASS
2560,2560,4096,136636,PASS
2560,4096,512,28623,FAIL
2560,4096,1024,55476,FAIL
2560,4096,2560,138491,FAIL
2560,4096,4096,219619,FAIL
4096,512,512,7998.15,PASS
4096,512,1024,11378.9,PASS
4096,512,2560,28316.2,PASS
4096,512,4096,44936.5,PASS
4096,1024,512,11584.2,PASS
4096,1024,1024,22759.3,PASS
4096,1024,2560,55237.9,PASS
4096,1024,4096,88655.5,PASS
4096,2560,512,28427,FAIL
4096,2560,1024,55495.8,PASS
4096,2560,2560,136701,PASS
4096,2560,4096,219583,PASS
4096,4096,512,46037,FAIL
4096,4096,1024,89794,FAIL
4096,4096,2560,219586,FAIL
4096,4096,4096,349279,FAIL
