M,K,N,It1,Status
256,256,256,3068,PASS
256,256,1280,3131,PASS
256,256,2304,3388,PASS
256,256,3328,4215,PASS
256,256,4352,4651,PASS
256,1280,256,,FAIL
256,1280,1280,4871,PASS
256,1280,2304,6427,PASS
256,1280,3328,6310,PASS
256,1280,4352,7670,PASS
256,2304,256,3868,PASS
256,2304,1280,5467.00,FAIL
256,2304,2304,7686,PASS
256,2304,3328,8889,PASS
256,2304,4352,10425,PASS
256,3328,256,4228.00,FAIL
256,3328,1280,5831,FAIL
256,3328,2304,8934,FAIL
256,3328,3328,10515,FAIL
256,3328,4352,13274,FAIL
256,4352,256,3649.00,FAIL
256,4352,1280,7372,FAIL
256,4352,2304,10825,FAIL
256,4352,3328,13817,FAIL
256,4352,4352,16652,FAIL
1280,256,256,3898,PASS
1280,256,1280,3971,PASS
1280,256,2304,5131,PASS
1280,256,3328,6764,PASS
1280,256,4352,7878,PASS
1280,1280,256,4596,PASS
1280,1280,1280,9471,PASS
1280,1280,2304,13819,PASS
1280,1280,3328,18742,PASS
1280,1280,4352,23691,PASS
1280,2304,256,5839,PASS
1280,2304,1280,13620,PASS
1280,2304,2304,22934,PASS
1280,2304,3328,30097,PASS
1280,2304,4352,38502,PASS
1280,3328,256,6646,FAIL
1280,3328,1280,18344,FAIL
1280,3328,2304,30793,FAIL
1280,3328,3328,42404,FAIL
1280,3328,4352,53789,FAIL
1280,4352,256,7155,FAIL
1280,4352,1280,23125,FAIL
1280,4352,2304,38651,FAIL
1280,4352,3328,53568,FAIL
1280,4352,4352,68936,FAIL
2304,256,256,3220,PASS
2304,256,1280,5177,PASS
2304,256,2304,7748,PASS
2304,256,3328,8912,PASS
2304,256,4352,10940,PASS
2304,1280,256,5565,PASS
2304,1280,1280,14354,PASS
2304,1280,2304,21965,PASS
2304,1280,3328,30562,PASS
2304,1280,4352,38886,PASS
2304,2304,256,7422,PASS
2304,2304,1280,22577,PASS
2304,2304,2304,36820,PASS
2304,2304,3328,51520,PASS
2304,2304,4352,65808,PASS
2304,3328,256,8814,FAIL
2304,3328,1280,30131,FAIL
2304,3328,2304,51221,FAIL
2304,3328,3328,72490,FAIL
2304,3328,4352,93159,FAIL
2304,4352,256,10793,FAIL
2304,4352,1280,38033,FAIL
2304,4352,2304,66125,FAIL
2304,4352,3328,93394,FAIL
2304,4352,4352,120783,FAIL
3328,256,256,3404,PASS
3328,256,1280,7489,PASS
3328,256,2304,9249,PASS
3328,256,3328,11640,PASS
3328,256,4352,14288,PASS
3328,1280,256,6904,PASS
3328,1280,1280,18831,PASS
3328,1280,2304,30580,PASS
3328,1280,3328,41789,PASS
3328,1280,4352,54006,PASS
3328,2304,256,9045,PASS
3328,2304,1280,30657,PASS
3328,2304,2304,51795,PASS
3328,2304,3328,72199,PASS
3328,2304,4352,93352,PASS
3328,3328,256,11302,FAIL
3328,3328,1280,42234,FAIL
3328,3328,2304,72440,FAIL
3328,3328,3328,102351,FAIL
3328,3328,4352,132912,FAIL
3328,4352,256,13827,FAIL
3328,4352,1280,53708,FAIL
3328,4352,2304,93086,FAIL
3328,4352,3328,132669,FAIL
3328,4352,4352,171907,FAIL
4352,256,256,3741,PASS
4352,256,1280,7040,PASS
4352,256,2304,10051,PASS
4352,256,3328,13259,PASS
4352,256,4352,17400,PASS
4352,1280,256,7569,PASS
4352,1280,1280,22680,PASS
4352,1280,2304,38541,PASS
4352,1280,3328,53770,PASS
4352,1280,4352,68950,PASS
4352,2304,256,10448,PASS
4352,2304,1280,38708,PASS
4352,2304,2304,66251,PASS
4352,2304,3328,93453,PASS
4352,2304,4352,120095,PASS
4352,3328,256,13465,FAIL
4352,3328,1280,53577,FAIL
4352,3328,2304,93093,FAIL
4352,3328,3328,132786,FAIL
4352,3328,4352,172446,FAIL
4352,4352,256,16578,FAIL
4352,4352,1280,68937,FAIL
4352,4352,2304,121524,FAIL
4352,4352,3328,172379,FAIL
4352,4352,4352,223907,FAIL
