M,K,N,It1,Status
256,256,256,2964,PASS
256,256,1280,2927,PASS
256,256,2304,3101,PASS
256,256,3328,4423,PASS
256,256,4352,4267,PASS
256,1280,256,,FAIL
256,1280,1280,4331,PASS
256,1280,2304,4809,PASS
256,1280,3328,5258,PASS
256,1280,4352,5605,PASS
256,2304,256,3067,PASS
256,2304,1280,4249.00,FAIL
256,2304,2304,5811,PASS
256,2304,3328,6604,PASS
256,2304,4352,7451,PASS
256,3328,256,4201.00,FAIL
256,3328,1280,5207,FAIL
256,3328,2304,6931,FAIL
256,3328,3328,7910,FAIL
256,3328,4352,9141,FAIL
256,4352,256,4114.00,FAIL
256,4352,1280,5420,FAIL
256,4352,2304,7775,FAIL
256,4352,3328,9113,FAIL
256,4352,4352,11276,FAIL
1280,256,256,2887,PASS
1280,256,1280,3510,PASS
1280,256,2304,4511,PASS
1280,256,3328,5794,PASS
1280,256,4352,5692,PASS
1280,1280,256,4765,PASS
1280,1280,1280,7477,PASS
1280,1280,2304,9464,PASS
1280,1280,3328,12273,PASS
1280,1280,4352,14406,PASS
1280,2304,256,5091,PASS
1280,2304,1280,9496,PASS
1280,2304,2304,13901,PASS
1280,2304,3328,18484,PASS
1280,2304,4352,23864,PASS
1280,3328,256,5283,FAIL
1280,3328,1280,12092,FAIL
1280,3328,2304,19245,FAIL
1280,3328,3328,25040,FAIL
1280,3328,4352,31531,FAIL
1280,4352,256,6702,FAIL
1280,4352,1280,14631,FAIL
1280,4352,2304,22928,FAIL
1280,4352,3328,31964,FAIL
1280,4352,4352,40179,FAIL
2304,256,256,3516,PASS
2304,256,1280,4202,PASS
2304,256,2304,5718,PASS
2304,256,3328,6153,PASS
2304,256,4352,7863,PASS
2304,1280,256,5128,PASS
2304,1280,1280,9765,PASS
2304,1280,2304,14132,PASS
2304,1280,3328,18961,PASS
2304,1280,4352,24022,PASS
2304,2304,256,5601,PASS
2304,2304,1280,14712,PASS
2304,2304,2304,23085,PASS
2304,2304,3328,30665,PASS
2304,2304,4352,38532,PASS
2304,3328,256,6686,FAIL
2304,3328,1280,18929,FAIL
2304,3328,2304,30945,FAIL
2304,3328,3328,42025,FAIL
2304,3328,4352,54628,FAIL
2304,4352,256,7461,FAIL
2304,4352,1280,24008,FAIL
2304,4352,2304,38583,FAIL
2304,4352,3328,53796,FAIL
2304,4352,4352,69137,FAIL
3328,256,256,3148,PASS
3328,256,1280,5113,PASS
3328,256,2304,6470,PASS
3328,256,3328,8202,PASS
3328,256,4352,9269,PASS
3328,1280,256,5327,PASS
3328,1280,1280,12211,PASS
3328,1280,2304,19860,PASS
3328,1280,3328,25392,PASS
3328,1280,4352,31831,PASS
3328,2304,256,6568,PASS
3328,2304,1280,18330,PASS
3328,2304,2304,30524,PASS
3328,2304,3328,42686,PASS
3328,2304,4352,53731,PASS
3328,3328,256,8348,FAIL
3328,3328,1280,25234,FAIL
3328,3328,2304,42606,FAIL
3328,3328,3328,58956,FAIL
3328,3328,4352,76749,FAIL
3328,4352,256,9063,FAIL
3328,4352,1280,31983,FAIL
3328,4352,2304,53733,FAIL
3328,4352,3328,75948,FAIL
3328,4352,4352,97717,FAIL
4352,256,256,3711,PASS
4352,256,1280,5318,PASS
4352,256,2304,7855,PASS
4352,256,3328,9511,PASS
4352,256,4352,10875,PASS
4352,1280,256,6126,PASS
4352,1280,1280,14070,PASS
4352,1280,2304,23600,PASS
4352,1280,3328,31559,PASS
4352,1280,4352,40481,PASS
4352,2304,256,7286,PASS
4352,2304,1280,23538,PASS
4352,2304,2304,38745,PASS
4352,2304,3328,53049,PASS
4352,2304,4352,69051,PASS
4352,3328,256,9254,FAIL
4352,3328,1280,32364,FAIL
4352,3328,2304,53709,FAIL
4352,3328,3328,76167,FAIL
4352,3328,4352,97266,FAIL
4352,4352,256,11170,FAIL
4352,4352,1280,40775,FAIL
4352,4352,2304,68507,FAIL
4352,4352,3328,97632,FAIL
4352,4352,4352,126416,FAIL
